priority_rank,priority_tier,spatial_unit_id,location_name,location_type,police_station_mode,unit_latitude,unit_longitude,final_priority_score,score_ml,score_recent30,score_priority,daily_impact_signal_roll_sum_7d,daily_impact_signal_roll_sum_30d,recent_persistence_30d,high_obstruction_share_30d,hist_total_events,hist_confidence_score,recommended_action,recommended_time_window,priority_reason
933,Watchlist,h3_8961892e60fffff,h3_8961892e60fffff,H3/grid hotspot cell,K.R. Pura,13.0042945,77.7102532,0.32108918128654973,0.3795112926015875,2.02125,1.2197932398743572,2.02125,2.02125,0.03333333333333333,0.0,5.0,0.18718281200703862,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
934,Watchlist,h3_89618920933ffff,h3_89618920933ffff,H3/grid hotspot cell,HAL Old Airport,12.9315246,77.69284250000001,0.3210891812865497,0.46271719290920355,0.5775000000000001,0.14884191065277985,0.0,0.5775000000000001,0.03333333333333333,0.0,88.0,0.44862713004925786,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
935,Watchlist,h3_8961892190bffff,h3_8961892190bffff,H3/grid hotspot cell,Mahadevapura,12.988447149999999,77.7295277,0.32010233918128655,0.4211654821563054,1.35,0.5247422885259954,0.5,1.35,0.06666666666666667,0.0,14.0,0.2735175371244704,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
936,Watchlist,h3_8961892dd5bffff,h3_8961892dd5bffff,H3/grid hotspot cell,Hennuru,13.0835302,77.6376162,0.3192982456140351,0.5439445500070597,0.0,0.0,0.0,0.0,0.0,0.0,58.0,0.4256212800246892,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
937,Watchlist,h3_8961892ea5bffff,h3_8961892ea5bffff,H3/grid hotspot cell,Banaswadi,13.024037,77.6434191,0.31875,0.39107755781858294,2.436,0.560707772533309,0.0,2.436,0.03333333333333333,0.0,17.0,0.2937270509876653,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
938,Watchlist,h3_8961892e0c3ffff,h3_8961892e0c3ffff,H3/grid hotspot cell,Mahadevapura,12.994177650000001,77.7001205,0.3182748538011696,0.4516052637349091,1.0,0.23160339244326006,0.0,1.0,0.03333333333333333,0.0,19.0,0.30175208867406134,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
939,Watchlist,h3_8961892093bffff,h3_8961892093bffff,H3/grid hotspot cell,HAL Old Airport,12.9354755,77.6933844,0.3180921052631579,0.420372492440131,1.6500000000000001,0.37789925667797547,0.0,1.6500000000000001,0.06666666666666667,0.0,14.0,0.2665245301314634,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
940,Watchlist,h3_89618924267ffff,h3_89618924267ffff,H3/grid hotspot cell,Madiwala,12.9170037,77.6291315,0.31732456140350873,0.4508897690246943,1.0,0.2285602535500633,0.0,1.0,0.03333333333333333,0.0,15.0,0.28464779512916155,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
941,Watchlist,h3_89601459577ffff,h3_89601459577ffff,H3/grid hotspot cell,Yeshwanthpura,13.02858835,77.53622565,0.3152046783625731,0.34331768503248944,4.620000000000001,1.0039639949307404,0.0,4.620000000000001,0.06666666666666667,0.0,6.0,0.20170446457686278,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
942,Watchlist,h3_8961892e437ffff,h3_8961892e437ffff,H3/grid hotspot cell,Mahadevapura,12.97515455,77.6976785,0.3139985380116959,0.31100729048865067,5.625,1.8156059281848334,0.0,5.625,0.03333333333333333,1.0,7.0,0.2094590622308548,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
943,Watchlist,h3_8960145953bffff,h3_8960145953bffff,H3/grid hotspot cell,Yeshwanthpura,13.02470875,77.53382895,0.3137061403508772,0.3987774187530472,1.1550000000000002,0.7170432692307693,1.1550000000000002,1.1550000000000002,0.03333333333333333,0.0,8.0,0.2212787212787213,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
944,Watchlist,h3_8960145a12fffff,h3_8960145a12fffff,H3/grid hotspot cell,Jnanabharathi,12.93565195,77.5124974,0.31324926900584793,0.3748899953180213,2.3100000000000005,0.7861774476064918,0.0,2.3100000000000005,0.03333333333333333,1.0,14.0,0.27526578887272213,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
945,Watchlist,h3_8961892cb53ffff,h3_8961892cb53ffff,H3/grid hotspot cell,Hebbala,13.0667704,77.5943188,0.3132127192982456,0.3147600678689771,3.8500000000000005,2.5956097941484955,3.8500000000000005,3.8500000000000005,0.03333333333333333,0.0,28.0,0.3262643189176898,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
946,Watchlist,h3_8961892e68bffff,h3_8961892e68bffff,H3/grid hotspot cell,Mahadevapura,12.9958012,77.7178369,0.31282894736842104,0.42619144675808973,1.1550000000000011,0.2524021634615387,0.0,1.1550000000000011,0.03333333333333333,0.0,8.0,0.22827172827172829,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
947,Watchlist,h3_8960145a027ffff,h3_8960145a027ffff,H3/grid hotspot cell,Byatarayanapura,12.9392051,77.5318808,0.311641081871345,0.30275587132199266,7.040000000000001,1.5357396856123053,0.0,7.040000000000001,0.1,0.0,5.0,0.18718281200703862,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
948,Watchlist,h3_8961892ee83ffff,h3_8961892ee83ffff,H3/grid hotspot cell,Banaswadi,12.9921354,77.6591929,0.3107456140350877,0.430122317822552,1.02,0.23061144724823954,0.0,1.02,0.03333333333333333,0.0,13.0,0.270761522238543,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
949,Watchlist,h3_896189242b3ffff,h3_896189242b3ffff,H3/grid hotspot cell,HSR Layout,12.9007151,77.633065,0.3096491228070175,0.34087349244093423,4.29,0.9861189682544728,0.0,4.29,0.03333333333333333,0.0,17.0,0.2919787992394135,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
950,Watchlist,h3_8960145ac07ffff,h3_8960145ac07ffff,H3/grid hotspot cell,Kengeri,12.9251832,77.4987732,0.3088084795321637,0.3294018353772821,2.75,1.7938591451547123,2.75,2.75,0.03333333333333333,0.0,17.0,0.28323754049815475,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
951,Watchlist,h3_896189244c7ffff,h3_896189244c7ffff,H3/grid hotspot cell,Electronic City,12.8719211,77.6540745,0.30840643274853796,0.43703938070851844,0.5999999999999964,0.14195196779271427,0.0,0.5999999999999964,0.03333333333333333,0.0,28.0,0.3297608224141933,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
952,Watchlist,h3_8961892cb77ffff,h3_8961892cb77ffff,H3/grid hotspot cell,Kodigehalli,13.0647741,77.5841033,0.308077485380117,0.35401928811850103,3.3600000000000003,0.7329666681331456,0.0,3.3600000000000003,0.1,0.0,5.0,0.18718281200703862,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
953,Watchlist,h3_8961892ecc7ffff,h3_8961892ecc7ffff,H3/grid hotspot cell,Banaswadi,12.9783689,77.6540931,0.3076571637426901,0.3821098783870333,2.0,0.43968546552329785,0.0,2.0,0.03333333333333333,0.0,9.0,0.23565002020598952,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
954,Watchlist,h3_89618920b3bffff,h3_89618920b3bffff,H3/grid hotspot cell,HAL Old Airport,12.956894250000001,77.69913615,0.3075292397660819,0.5098530432581205,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.35431235431235436,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
955,Watchlist,h3_89618927663ffff,h3_89618927663ffff,H3/grid hotspot cell,Whitefield,12.9017607,77.7078533,0.3064875730994152,0.28920971192046485,4.515000000000001,2.7500370466745596,4.515000000000001,4.515000000000001,0.03333333333333333,0.0,6.0,0.19820796108035926,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
956,Watchlist,h3_89601459e73ffff,h3_89601459e73ffff,H3/grid hotspot cell,Chikkabanavara,13.05991,77.506895,0.30548245614035086,0.5061451225238387,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.2787622923692256,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
957,Watchlist,h3_8960145b0a7ffff,h3_8960145b0a7ffff,H3/grid hotspot cell,Sheshadripuram,12.9847992,77.56790179999999,0.3046783625730994,0.39047073695826895,1.6170000000000004,0.35738510442184407,0.0,1.6170000000000004,0.03333333333333333,0.0,10.0,0.24225225627072103,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
958,Watchlist,h3_8961892e4c7ffff,h3_8961892e4c7ffff,H3/grid hotspot cell,Mahadevapura,12.9778566,77.7132868,0.30411184210526315,0.35611392308296685,2.2,0.8004882689094903,0.0,2.2,0.03333333333333333,1.0,41.0,0.36340348121693056,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
959,Watchlist,h3_8961892ec97ffff,h3_8961892ec97ffff,H3/grid hotspot cell,Jeevanbheemanagar,12.9679587,77.6527394,0.3036549707602339,0.40820958557968107,1.025,0.24212883016390166,0.0,1.025,0.06666666666666667,0.0,20.0,0.30630368077636055,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
960,Watchlist,h3_8960145b207ffff,h3_8960145b207ffff,H3/grid hotspot cell,Sadashivanagar,13.01460995,77.5745159,0.3035087719298245,0.27410804042640813,4.74,3.423479846133434,4.74,4.74,0.06666666666666667,0.3333333333333333,6.0,0.19820796108035926,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
961,Watchlist,h3_8960145b6b7ffff,h3_8960145b6b7ffff,H3/grid hotspot cell,High ground,12.991829,77.5900633,0.3019005847953216,0.49945244771264596,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.41437804246200555,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
962,Watchlist,h3_89618920e4fffff,h3_89618920e4fffff,H3/grid hotspot cell,Whitefield,12.9568805,77.7428739,0.3008406432748538,0.23786845831739464,13.360000000000001,2.969101051870526,0.0,13.360000000000001,0.1,0.0,7.0,0.2094590622308548,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
963,Watchlist,h3_8961892c4b7ffff,h3_8961892c4b7ffff,H3/grid hotspot cell,Banaswadi,13.0200761,77.6744733,0.30080409356725146,0.3597388153089733,2.3099999999999996,0.5168921931520853,0.0,2.3099999999999996,0.06666666666666667,0.0,9.0,0.23739827195424126,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
964,Watchlist,h3_89618921d43ffff,h3_89618921d43ffff,H3/grid hotspot cell,Whitefield,12.9790667,77.7513767,0.3003654970760234,0.49555135991497845,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.302229020979021,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
965,Watchlist,h3_896014514d3ffff,h3_896014514d3ffff,H3/grid hotspot cell,Thalagattapura,12.8717398,77.5391004,0.2998538011695906,0.4915433869621712,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.3106576319076959,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
966,Watchlist,h3_8961892ea57ffff,h3_8961892ea57ffff,H3/grid hotspot cell,Banaswadi,13.0216249,77.640601,0.29934210526315785,0.49036531919898985,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.28115129163265806,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
967,Watchlist,h3_89618920e4bffff,h3_89618920e4bffff,H3/grid hotspot cell,Whitefield,12.95947675,77.7466371,0.2991593567251462,0.30626793739250746,5.253,1.2153273371393956,0.0,5.253,0.06666666666666667,0.0,15.0,0.27940303988440635,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
968,Watchlist,h3_8960145a333ffff,h3_8960145a333ffff,H3/grid hotspot cell,Byatarayanapura,12.95285,77.5201467,0.2988304093567251,0.48859023007092967,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.25344906781518994,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
969,Watchlist,h3_896189219abffff,h3_896189219abffff,H3/grid hotspot cell,Mahadevapura,12.9804489,77.7271117,0.29853801169590644,0.2340900612004911,13.33,3.033682011179882,0.0,13.33,0.06666666666666667,0.0,13.0,0.25852376000078076,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
970,Watchlist,h3_8961892e897ffff,h3_8961892e897ffff,H3/grid hotspot cell,Jeevanbheemanagar,12.9822498,77.6377908,0.2974597953216374,0.24470124340823945,9.240000000000002,2.98243533803162,0.0,9.240000000000002,0.03333333333333333,1.0,7.0,0.2094590622308548,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
971,Watchlist,h3_8961892cdafffff,h3_8961892cdafffff,H3/grid hotspot cell,R.T. Nagar,13.0184827,77.59211099999999,0.2972953216374269,0.486083912542488,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.4141251635435298,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
972,Watchlist,h3_8960145857bffff,h3_8960145857bffff,H3/grid hotspot cell,Jnanabharathi,12.9797947,77.5105651,0.2970760233918128,0.4001370488467621,1.0,0.23048664761176518,0.0,1.0,0.03333333333333333,0.0,17.0,0.295475302735917,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
973,Watchlist,h3_89618924653ffff,h3_89618924653ffff,H3/grid hotspot cell,Bellandur,12.901261300000002,77.6602641,0.29700292397660816,0.3741608004636437,1.6500000000000001,0.3766519158811453,0.0,1.6500000000000001,0.06666666666666667,0.0,12.0,0.26234408338884035,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
974,Watchlist,h3_8960145952bffff,h3_8960145952bffff,H3/grid hotspot cell,Yeshwanthpura,13.0258654,77.5333832,0.2945540935672515,0.3239375658795913,3.9270000000000005,0.8474662784679335,0.0,3.9270000000000005,0.03333333333333333,0.0,7.0,0.21295556572735833,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
975,Watchlist,h3_896014590cbffff,h3_896014590cbffff,H3/grid hotspot cell,Jalahalli,13.049264449999999,77.55397199999999,0.2945540935672514,0.34379989097395347,2.6460000000000004,0.5665464266325834,0.0,2.6460000000000004,0.03333333333333333,0.0,6.0,0.20345271632511452,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
976,Watchlist,h3_8961892493bffff,h3_8961892493bffff,H3/grid hotspot cell,Thalagattapura,12.882509,77.54623925,0.2942799707602339,0.35508858616704164,2.2,0.47408672947998864,0.0,2.2,0.03333333333333333,0.0,7.0,0.21120731397910658,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
977,Watchlist,h3_8960145a883ffff,h3_8960145a883ffff,H3/grid hotspot cell,Kengeri,12.9329851,77.4881663,0.292891081871345,0.3150699970939346,2.475,1.5480036239793529,2.475,2.475,0.03333333333333333,0.0,9.0,0.23040526496123429,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
978,Watchlist,h3_89618920ed7ffff,h3_89618920ed7ffff,H3/grid hotspot cell,Whitefield,12.9432702,77.7497105,0.29216008771929824,0.3488060965899064,2.2,0.4818586430780213,0.0,2.2,0.06666666666666667,0.0,7.0,0.21120731397910658,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
979,Watchlist,h3_8961892ec77ffff,h3_8961892ec77ffff,H3/grid hotspot cell,Jeevanbheemanagar,12.9818938,77.6457917,0.2911915204678362,0.3189760707540445,3.7375000000000007,0.8384127221399105,0.0,3.7375000000000007,0.06666666666666667,0.0,10.0,0.24050400452246928,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
980,Watchlist,h3_8960145b66fffff,h3_8960145b66fffff,H3/grid hotspot cell,R.T. Nagar,13.0109193,77.5899808,0.2906798245614035,0.33020089820987064,3.1349999999999993,0.6876396721554108,0.0,3.1349999999999993,0.06666666666666667,0.0,7.0,0.21295556572735833,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
981,Watchlist,h3_89618924207ffff,h3_89618924207ffff,H3/grid hotspot cell,HSR Layout,12.9102833,77.6325006,0.28910818713450287,0.46655398862473507,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.3141541354041994,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
982,Watchlist,h3_8961892626bffff,h3_8961892626bffff,H3/grid hotspot cell,Electronic City,12.8693283,77.6600926,0.28777412280701753,0.31998426132421803,2.0,1.3064022221171798,2.0,2.0,0.03333333333333333,0.0,17.0,0.2849857922464065,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
983,Watchlist,h3_8961892c947ffff,h3_8961892c947ffff,H3/grid hotspot cell,Kodigehalli,13.04360195,77.58427879999999,0.2875730994152047,0.2727238405216946,6.285,1.434638310384047,0.0,6.285,0.1,0.0,10.0,0.24225225627072103,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
984,Watchlist,h3_8960145b663ffff,h3_8960145b663ffff,H3/grid hotspot cell,R.T. Nagar,13.0080845,77.5920233,0.28464912280701754,0.2878816262004,4.782,1.0670103847649866,0.0,4.782,0.06666666666666667,0.0,9.0,0.23390176845773777,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
985,Watchlist,h3_89618925213ffff,h3_89618925213ffff,H3/grid hotspot cell,HAL Old Airport,12.9596917,77.6677033,0.28369883040935673,0.24399998912779647,5.5,3.3045018170312175,5.5,5.5,0.03333333333333333,0.0,5.0,0.18193805676228336,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
986,Watchlist,h3_8960145b14bffff,h3_8960145b14bffff,H3/grid hotspot cell,Rajajinagar,12.997902,77.55866739999999,0.2830409356725146,0.2728246424474163,5.66,1.275400756213468,0.0,5.66,0.03333333333333333,0.0,14.0,0.2665245301314634,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
987,Watchlist,h3_89618927113ffff,h3_89618927113ffff,H3/grid hotspot cell,Electronic City,12.8786274,77.67205849999999,0.28252923976608185,0.3074254738198517,3.1185000000000005,1.0178638161057694,0.0,3.1185000000000005,0.03333333333333333,1.0,8.0,0.22302697302697305,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
988,Watchlist,h3_89601459357ffff,h3_89601459357ffff,H3/grid hotspot cell,Jalahalli,13.0662064,77.5324166,0.2819078947368421,0.21777566581071486,12.100000000000001,2.6684342948717954,0.0,12.100000000000001,0.06666666666666667,0.0,8.0,0.21953046953046954,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
989,Watchlist,h3_89618927343ffff,h3_89618927343ffff,H3/grid hotspot cell,Bellandur,12.9118067,77.6766411,0.28176169590643274,0.2971613116445825,4.300000000000001,0.9244929796583847,0.0,4.300000000000001,0.06666666666666667,0.0,5.0,0.18893106375529037,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
990,Watchlist,h3_8961892cd03ffff,h3_8961892cd03ffff,H3/grid hotspot cell,R.T. Nagar,13.0228032,77.6008652,0.2807565789473684,0.3248914923719897,2.2,0.7328519570179164,0.0,2.2,0.03333333333333333,1.0,11.0,0.24820431257043468,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
991,Watchlist,h3_8960145a253ffff,h3_8960145a253ffff,H3/grid hotspot cell,Magadi Road,12.9690842,77.55476,0.28057383040935674,0.26178458494937423,6.105,1.3067748885167745,0.0,6.105,0.06666666666666667,0.0,5.0,0.1836863085105351,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
992,Watchlist,h3_89618924e47ffff,h3_89618924e47ffff,H3/grid hotspot cell,J.P. Nagar,12.9015498,77.5938254,0.2798976608187134,0.3590357738704082,1.05,0.25552281324589354,0.0,1.05,0.03333333333333333,0.0,37.0,0.36780361724131716,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
993,Watchlist,h3_89618924093ffff,h3_89618924093ffff,H3/grid hotspot cell,Electronic City,12.8789448,77.6372572,0.2797149122807018,0.25292537103556934,6.875,1.4793826081506054,0.0,6.875,0.03333333333333333,0.0,7.0,0.2094590622308548,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
994,Watchlist,h3_89618921a83ffff,h3_89618921a83ffff,H3/grid hotspot cell,Mahadevapura,13.0089383,77.75878420000001,0.2768274853801169,0.4414338769429736,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.35081585081585087,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
995,Watchlist,h3_8960169608bffff,h3_8960169608bffff,H3/grid hotspot cell,Yelahanka,13.094505999999999,77.58073089999999,0.2766447368421052,0.24242324915472013,7.625000000000001,1.7237143096955025,0.0,7.625000000000001,0.06666666666666667,0.0,12.0,0.2501063211510781,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
996,Watchlist,h3_89601696993ffff,h3_89601696993ffff,H3/grid hotspot cell,Chikkabanavara,13.0804466,77.5022272,0.27595029239766083,0.2557100214999852,6.045,1.3415898123414693,0.0,6.045,0.13333333333333333,0.0,5.0,0.18893106375529037,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
997,Watchlist,h3_89618925d2fffff,h3_89618925d2fffff,H3/grid hotspot cell,Jayanagara,12.92171585,77.58590344999999,0.27585891812865493,0.3555435578024585,0.55,0.3473130266490224,0.55,0.55,0.03333333333333333,0.0,10.0,0.24225225627072103,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
998,Watchlist,h3_8960145b60bffff,h3_8960145b60bffff,H3/grid hotspot cell,R.T. Nagar,13.0045458,77.5944963,0.2747807017543859,0.4349680788826759,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.32647253582025887,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
999,Watchlist,h3_8961892cda7ffff,h3_8961892cda7ffff,H3/grid hotspot cell,R.T. Nagar,13.015909149999999,77.5918638,0.2742690058479532,0.31438246303549267,1.6500000000000001,0.9957495835709038,1.6500000000000001,1.6500000000000001,0.03333333333333333,0.0,5.0,0.18718281200703862,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
1000,Watchlist,h3_8961892482bffff,h3_8961892482bffff,H3/grid hotspot cell,K.S. Layout,12.8920474,77.5635884,0.27368421052631575,0.26338792403234024,5.2,1.1597915466031208,0.0,5.2,0.03333333333333333,0.0,12.0,0.2536028246475816,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
1001,Watchlist,h3_89618924363ffff,h3_89618924363ffff,H3/grid hotspot cell,Mico Layout,12.9105213,77.6100035,0.27350146198830405,0.3037639669687942,3.1500000000000004,0.6905450365208727,0.0,3.1500000000000004,0.03333333333333333,0.0,9.0,0.23215351670948603,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
1002,Watchlist,h3_8961892cb2fffff,h3_8961892cb2fffff,H3/grid hotspot cell,Kodigehalli,13.0630831,77.5764475,0.27273391812865494,0.43009312650245063,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.29825558517755785,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
1003,Watchlist,h3_8961892c4b3ffff,h3_8961892c4b3ffff,H3/grid hotspot cell,Banaswadi,13.02128525,77.67853275,0.27209429824561404,0.3014023533465504,2.5,0.8323144123704816,0.0,2.5,0.03333333333333333,1.0,10.0,0.24749701151547626,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
1004,Watchlist,h3_8961892dda3ffff,h3_8961892dda3ffff,H3/grid hotspot cell,Hennuru,13.0687883,77.6259359,0.2720211988304093,0.34836978372478405,0.525,0.3583154629373808,0.525,0.525,0.03333333333333333,0.0,31.0,0.3426340531611459,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
1005,Watchlist,h3_8960145149bffff,h3_8960145149bffff,H3/grid hotspot cell,Thalagattapura,12.8685827,77.5363111,0.27171052631578946,0.42815920480776926,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.2640923351370921,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
1006,Watchlist,h3_89601690083ffff,h3_89601690083ffff,H3/grid hotspot cell,Devanahalli Airport,13.1944578,77.6992407,0.2707785087719298,0.27654647609435923,4.05,0.9182542723141426,0.0,4.05,0.1,0.0,9.0,0.23390176845773777,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
1007,Watchlist,h3_8961892cb17ffff,h3_8961892cb17ffff,H3/grid hotspot cell,Kodigehalli,13.058264999999999,77.58775685,0.2706871345029239,0.427091695356404,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.30630368077636055,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
1008,Watchlist,h3_89618934acfffff,h3_89618934acfffff,H3/grid hotspot cell,Electronic City,12.8066397,77.6980464,0.2706505847953216,0.21109199840426232,9.399999999999999,2.6750753534382588,0.0,9.399999999999999,0.03333333333333333,0.6,9.0,0.23040526496123429,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
1009,Watchlist,h3_89618920b7bffff,h3_89618920b7bffff,H3/grid hotspot cell,HAL Old Airport,12.9648289,77.7021153,0.26966374269005844,0.42547278548624073,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.28464779512916155,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
1010,Watchlist,h3_8960145b023ffff,h3_8960145b023ffff,H3/grid hotspot cell,Sheshadripuram,12.9948543,77.5658932,0.26896929824561405,0.2372638374042446,7.3,1.596586750399914,0.0,7.3,0.06666666666666667,0.0,7.0,0.2094590622308548,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
1011,Watchlist,h3_8961892090fffff,h3_8961892090fffff,H3/grid hotspot cell,HAL Old Airport,12.9351313,77.69717935,0.26882309941520466,0.34827694298618617,1.0,0.22982198790792535,0.0,1.0,0.03333333333333333,0.0,18.0,0.29173951048951047,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
1012,Watchlist,h3_8961892c9a3ffff,h3_8961892c9a3ffff,H3/grid hotspot cell,Kodigehalli,13.031466349999999,77.57724335,0.26874999999999993,0.34254731693524754,1.1,0.23901442307692305,0.0,1.1,0.03333333333333333,0.0,8.0,0.2212787212787213,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
1013,Watchlist,h3_8961892531bffff,h3_8961892531bffff,H3/grid hotspot cell,Jeevanbheemanagar,12.956529450000001,77.6488327,0.26847587719298244,0.31656623917837207,2.1,0.4657071457246881,0.0,2.1,0.03333333333333333,0.0,11.0,0.24645606082218294,Watchlist,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
